ID,SOC,ELEV,Aspect,Slope,TPI,K_Factor,MAP,MAT,NDVI,Slit_Clay,NLCD,FRG,NLCD_DES,FRG_DES
162,3.134,2141.247314,187.7428436,2.088098049,-0.132986262,0.284399986,286.915802,5.530650139,0.358321786,42.77899933,5,4,Shrubland,Fire Regime Group IV
163,1.408,2334.02417,143.3280945,6.146241188,-1.456227064,0.259325832,355.4590149,4.658426762,0.489613891,45.60674286,5,4,Shrubland,Fire Regime Group IV
164,27.984,3123.391602,182.2649078,16.79275513,9.318076134,0.055,835.6693726,1.883749962,0.64628154,49.36999893,4,3,Forest,Fire Regime Group III
165,5.063,2423.28833,201.0705719,10.51017284,7.013783932,0.193877548,556.4901123,7.557193756,0.575008512,50.56020355,4,3,Forest,Fire Regime Group III
166,1.152,1677.491211,147.4213104,3.478643179,-0.505429685,0.183440864,287.5580444,12.51526928,0.183924556,23.11612892,5,3,Shrubland,Fire Regime Group III
167,2.379,2095.52832,198.2782898,4.729340076,-4.757287502,0.318775505,308.8486023,5.808469296,0.226454243,50.3571434,5,4,Shrubland,Fire Regime Group IV
168,6.268,2639.685059,173.9003601,4.695431232,-7.371222973,0.302989691,311.7318726,3.483041286,0.411060423,53.62989807,5,3,Shrubland,Fire Regime Group III
169,1.071,1433.825073,255.8335266,4.24418354,-3.743143559,0.149787232,314.1949463,16.30372429,0.201729313,37.85425568,5,3,Shrubland,Fire Regime Group III
170,1.015,1658.733765,172.1125336,1.846734643,-0.382503182,0.312222213,324.9333496,7.444696903,0.287773132,44.81111145,5,4,Shrubland,Fire Regime Group IV
171,1.016,1409.631836,250.1024017,1.717004657,-4.20728302,0.291333348,293.8746643,15.98961067,0.191852242,50.84999847,5,133,Shrubland,Indeterminate FRG
172,8.454,2513.318359,177.2636719,8.072370529,-0.646274805,0.268936157,618.8540649,4.92973423,0.603295386,68.36276245,5,3,Shrubland,Fire Regime Group III
173,3.692,2983.2229,154.0806885,10.71210957,6.129731178,0.059500001,452.7119141,2.797250032,0.555657208,49.81999969,4,3,Forest,Fire Regime Group III
174,6.641,2554.352051,202.8256378,16.27211571,1.179812312,0.152727276,433.7974854,3.88045454,0.563999057,48.31818008,4,3,Forest,Fire Regime Group III
175,6.123,1382.457153,180.3018494,6.559945107,2.988004684,0.319999993,350.4103088,7.243100166,0.34973678,55.82400131,6,2,Herbaceous,Fire Regime Group II
176,9.51,2511.972412,223.6387939,7.361341953,3.295280933,0.232121214,579.6307983,3.048888922,0.628041446,39.87070847,5,4,Shrubland,Fire Regime Group IV
177,10.076,2497.380615,137.1214905,6.794489861,-2.168010473,0.222395837,463.7182617,3.173333406,0.559301913,41.18021011,5,4,Shrubland,Fire Regime Group IV
178,10.076,2432.19873,164.0707245,7.148744106,4.533101559,0.255806446,478.6510925,3.399247408,0.523055255,42.42687988,5,4,Shrubland,Fire Regime Group IV
179,2.827,2515.32251,153.5209503,3.884375572,-0.679579198,0.283043474,399.2139893,2.81141305,0.546037257,47.36413193,5,4,Shrubland,Fire Regime Group IV
180,12.488,2630.966553,180.6536255,8.861189842,-7.379246235,0.251134008,460.0041504,2.945515394,0.534856617,55.78144455,5,3,Shrubland,Fire Regime Group III
181,16.527,2990.375,156.9180145,14.31359577,0.447707355,0.128191486,637.1654663,2.433563709,0.610815167,51.97553253,4,3,Forest,Fire Regime Group III
182,4.904,1697.071045,177.8260803,3.361020565,0.118783087,0.303000003,328.2735901,7.165249825,0.312403351,51.20000076,5,2,Shrubland,Fire Regime Group II
183,18.814,1238.434082,167.1174011,6.607188225,1.621078014,0.319999993,379.6729126,7.546700954,0.372774959,60.7350502,6,2,Herbaceous,Fire Regime Group II
184,13.431,3376.358154,212.8997192,14.39017105,3.393611908,0.150769234,580.6061401,-0.213022023,0.535711646,36.94065857,4,4,Forest,Fire Regime Group IV
185,14.541,2602.433594,138.4364777,11.38863754,-11.65337181,0.180638298,394.6705017,3.166808605,0.558181643,53.31702042,4,3,Forest,Fire Regime Group III
186,4.555,3471.049316,182.2118225,24.94082069,-26.70865059,0.19237113,548.7642822,-0.342474163,0.506736457,38.92061996,4,4,Forest,Fire Regime Group IV
187,4.518,1369.875366,146.4677734,2.563859224,0.916525066,0.319999993,342.4179382,7.394052505,0.28529188,50.52000046,6,2,Herbaceous,Fire Regime Group II
188,23.058,3376.141846,224.0729828,13.68394852,-3.088920832,0.13673684,590.5670166,-0.103999995,0.503067672,35.84000015,4,3,Forest,Fire Regime Group III
189,6.929,1333.421021,153.2598724,4.988440514,-0.244534954,0.319999993,341.8210449,7.219438553,0.267098218,54.54489899,6,2,Herbaceous,Fire Regime Group II
190,12.02,2692.366699,137.2445831,7.891315937,-0.885177553,0.157604173,451.7411804,4.263020992,0.383159369,55.21458435,6,3,Herbaceous,Fire Regime Group III
191,11.049,1229.811035,174.0249329,5.013376713,-0.120323949,0.319999993,404.3808899,7.690400124,0.408586591,56.6780014,6,2,Herbaceous,Fire Regime Group II
192,5.862,1177.102783,164.1828766,4.48192215,-0.838198006,0.319999993,357.1945801,7.543350697,0.36908105,52.4082489,6,2,Herbaceous,Fire Regime Group II
193,3.595,2122.087646,159.6574707,2.320676804,-2.363741159,0.319999993,315.0387878,4.72510004,0.239986286,50.12200165,5,4,Shrubland,Fire Regime Group IV
194,7.6,2769.29248,159.84552,10.34941864,0.839664221,0.265816331,563.0407104,3.852040768,0.612713993,59.17040634,4,3,Forest,Fire Regime Group III
195,4.461,2567.928223,188.8429413,9.768165588,-1.758072615,0.234148934,364.1670837,2.979361773,0.546269119,52.11276627,5,3,Shrubland,Fire Regime Group III
196,3.983,2044.476807,179.1732635,2.18674159,0.069358401,0.314999998,279.2951355,5.688374996,0.247328982,49.87125015,5,4,Shrubland,Fire Regime Group IV
197,13.743,2542.358154,127.6657028,7.906446457,-2.639933348,0.105499998,415.0083923,3.188750029,0.430725813,42.00699997,5,4,Shrubland,Fire Regime Group IV
198,9.451,1691.30188,141.2353058,3.970698118,1.7775805,0.312526315,352.90625,7.466421127,0.361688375,40.10315704,6,2,Herbaceous,Fire Regime Group II
199,6.208,2883.170654,168.516098,10.40058804,-7.501317024,0.112736844,620.5540161,1.134789467,0.64923799,43.69157791,4,4,Forest,Fire Regime Group IV
200,7.096,2320.813965,158.4576721,0.805040777,0.130296752,0.132439017,195.2479248,5.281036377,0.656734526,31.97682953,7,3,Planted/Cultivated,Fire Regime Group III
201,0.485,1244.975098,122.6138992,1.038609505,-0.974408686,0.371938765,272.4752197,16.67785645,0.188993141,57.18061066,5,2,Shrubland,Fire Regime Group II
202,4.931,3109.554443,125.6383438,4.272080421,-2.898399591,0.154090911,476.6496887,1.403068185,0.466559857,43.66136551,4,3,Forest,Fire Regime Group III
203,6.903,1612.13147,166.9982758,4.018300533,-1.560878634,0.31468749,378.9467163,6.872031212,0.386230111,51.90625,6,2,Herbaceous,Fire Regime Group II
204,2.328,2439.060547,153.8435516,3.570212603,-2.728082418,0.12565656,244.2666168,5.51282835,0.259133458,54.03131485,6,3,Herbaceous,Fire Regime Group III
205,2.47,2439.060547,153.8435516,3.570212603,-2.728082418,0.12565656,244.2666168,5.51282835,0.259133458,54.03131485,6,3,Herbaceous,Fire Regime Group III
206,5.49,2389.770752,159.2276764,13.87090683,3.66655302,0.200000003,611.7106934,3.173333406,0.610834897,43.08787918,4,4,Forest,Fire Regime Group IV
207,5.084,2196.479004,186.6446838,2.656195879,0.750767171,0.303838372,342.2437439,3.922222137,0.268204004,41.77373886,5,4,Shrubland,Fire Regime Group IV
208,5.27,2586.283447,180.8572235,9.481746674,-5.368662834,0.304939747,373.6382751,2.761506081,0.560985625,55.82048035,4,3,Forest,Fire Regime Group III
209,3.154,2308.693359,157.5060425,0.858109653,0.133174926,0.117204301,194.2818298,5.362741947,0.430465549,27.97849464,7,5,Planted/Cultivated,Fire Regime Group V
210,5.026,2753.620605,213.5100403,8.964640617,4.086308956,0.156976745,547.1951294,2.230174541,0.575975776,40.33372116,4,4,Forest,Fire Regime Group IV
211,9.334,3095.490479,135.7722015,6.458922386,-3.668979645,0.149318188,492.2296753,1.536761284,0.477124035,44.11249924,6,3,Herbaceous,Fire Regime Group III
212,5.051,2620.716064,207.3394012,5.428175449,-10.73035431,0.141428575,329.9515076,4.919489861,0.386822402,53.7857132,6,3,Herbaceous,Fire Regime Group III
213,0.73,2307.724121,144.2120056,0.789641201,0.082290597,0.11302083,193.9132233,5.408176899,0.554732025,27.10833359,7,5,Planted/Cultivated,Fire Regime Group V
214,4.594,1666.913086,175.9057312,4.044919968,-2.485476017,0.309565216,334.8848572,7.667173862,0.371050358,44.95760727,6,2,Herbaceous,Fire Regime Group II
215,1.596,1713.269531,232.394577,1.759581923,-0.715028822,0.367127657,366.8890076,13.1595211,0.223067954,63.53404236,5,2,Shrubland,Fire Regime Group II
216,4.313,2100.995605,163.7433014,4.437342644,0.28825599,0.299600005,426.3725891,10.02569962,0.343740642,46.68799973,4,1,Forest,Fire Regime Group I
217,3.489,1615.220093,158.1968842,3.082427502,0.041204676,0.319999993,324.5169678,6.838737488,0.34646821,35.00909042,6,2,Herbaceous,Fire Regime Group II
218,3.537,2316.311035,163.4505463,1.806293011,0.250900894,0.235744685,288.1150513,6.525266171,0.210098475,59.97446823,5,4,Shrubland,Fire Regime Group IV
219,3.923,2851.55542,178.3982391,6.72978878,-3.784188271,0.112499997,367.3504944,3.102950096,0.367307693,52.19400024,6,3,Herbaceous,Fire Regime Group III
220,4.778,1328.481079,167.1167145,4.21553421,-1.488706708,0.319999993,393.6943054,7.343949795,0.392979741,54.37099838,6,2,Herbaceous,Fire Regime Group II
221,4.01,2178.81665,204.0095673,1.209943533,-0.955271423,0.319999993,327.1208801,5.019322872,0.330301374,36.74062347,5,4,Shrubland,Fire Regime Group IV
222,2.653,2168.414307,162.8177185,1.331408381,0.359174877,0.319999993,342.463501,5.00161314,0.304574579,50.61505508,5,4,Shrubland,Fire Regime Group IV
223,1.948,2670.14917,229.5141144,10.0300169,-7.813169479,0.13606061,418.0486755,4.019999981,0.332219809,36.62727356,4,3,Forest,Fire Regime Group III
224,13.593,2620.145508,211.1571808,15.33995819,0.358457029,0.184631586,465.0046692,5.905789375,0.474360138,50.66315842,4,3,Forest,Fire Regime Group III
225,8.902,2649.172119,86.8945694,4.951545715,-12.696311,0.137472525,398.2686768,5.28879118,0.603311419,42.68461609,6,3,Herbaceous,Fire Regime Group III
226,16.93,1228.085571,168.116272,3.771915197,1.417310834,0.319999993,409.4318848,7.427899837,0.40025413,50.81900024,6,2,Herbaceous,Fire Regime Group II
227,12.025,2445.922852,180.309082,13.99063969,2.466632366,0.126804128,443.0847778,5.601391792,0.550486207,39.3453598,4,3,Forest,Fire Regime Group III
228,8.473,3000.170898,151.7994843,16.74374008,-13.91132736,0.200000003,780.6134033,4.410850048,0.712200522,58.24000168,4,3,Forest,Fire Regime Group III
229,12.728,2421.298584,143.8677521,10.66180611,-0.109172806,0.194845363,432.7948914,5.075412273,0.546826541,36.7319603,4,3,Forest,Fire Regime Group III
230,15.303,2424.136719,163.2103271,16.10126495,8.214042664,0.077040814,537.1774902,5.879693985,0.608397901,35.26020432,4,3,Forest,Fire Regime Group III
231,6.5,1485.535034,141.2633972,1.624822617,-0.57865268,0.319999993,324.578186,6.978449821,0.321799695,47.97999954,5,2,Shrubland,Fire Regime Group II
232,6.423,1484.407959,173.6422882,2.215788126,-0.965521514,0.319999993,329.37146,7.38882637,0.319043934,40.32551193,6,2,Herbaceous,Fire Regime Group II
233,5.313,1592.893188,171.8947296,4.266611576,-0.588361681,0.286249995,358.3238831,7.446875095,0.38285476,62.92499924,6,2,Herbaceous,Fire Regime Group II
234,6.189,1094.049561,180.8042755,3.288715839,-1.973678946,0.325729162,371.9525452,7.324999809,0.407987505,56.57187653,6,2,Herbaceous,Fire Regime Group II
235,7.046,1355.114136,179.7253265,3.319686174,-0.177604824,0.320499986,401.0140076,7.188849926,0.413841873,39.68199921,6,2,Herbaceous,Fire Regime Group II
236,11.187,2302.736572,165.3928375,13.64405155,0.56259501,0.074000001,547.1380005,6.064050198,0.637389004,39.26800156,4,3,Forest,Fire Regime Group III
237,3.678,3000.69873,212.1326752,13.41716194,-9.479537964,0.20536083,522.2666016,3.880515575,0.564237475,42.30412292,4,3,Forest,Fire Regime Group III
238,2.884,1810.943481,146.4248962,4.520423412,0.462189853,0.1162,423.6756897,10.81235027,0.319540769,40.87200165,6,2,Herbaceous,Fire Regime Group II
239,5.478,1402.677612,172.5931396,3.598258257,-0.354563445,0.329090923,385.1542664,7.049494743,0.347912341,41.98484802,6,2,Herbaceous,Fire Regime Group II
240,4.986,2847.404053,152.990509,8.503745079,-2.512422323,0.235454544,636.9000244,4.347171783,0.619874477,60.51616287,4,3,Forest,Fire Regime Group III
241,3.57,1421.152466,167.3039856,3.184599161,1.83081007,0.317600012,327.8369141,7.421599865,0.27122131,49.50500107,6,2,Herbaceous,Fire Regime Group II
242,2.352,1442.587524,177.0787201,1.359321237,-1.067505479,0.319999993,326.0086975,7.558131218,0.31223017,44.98686981,6,2,Herbaceous,Fire Regime Group II
243,3.141,1561.74939,138.082428,4.469407558,-2.700242758,0.149090916,369.6527405,8.056969643,0.376411051,31.43030357,6,2,Herbaceous,Fire Regime Group II
244,10.72,2040.524536,164.9373627,3.964875698,2.730322599,0.411818177,414.3068848,7.064040184,0.38162604,56.4272728,6,2,Herbaceous,Fire Regime Group II
245,4.084,1958.537598,178.6333466,6.340496063,-2.214991808,0.279687494,457.10672,9.814739227,0.388280451,55.63958359,6,2,Herbaceous,Fire Regime Group II
246,5.009,1561.74939,138.082428,4.469407558,-2.700242758,0.149090916,369.6527405,8.056969643,0.376411051,31.43030357,6,2,Herbaceous,Fire Regime Group II
247,3.65,1716.546875,146.1100311,3.556485891,0.136934936,0.316000015,381.3569031,12.27114964,0.263083577,48.58599854,6,2,Herbaceous,Fire Regime Group II
248,7.533,1200.702393,139.1226959,4.208724022,-2.617657423,0.344000012,270.4324341,15.97299957,0.192295283,71.40100098,5,2,Shrubland,Fire Regime Group II
249,16.652,3111.41333,177.3755035,14.61153984,9.017038345,0.050000001,663.0267944,2.272525787,0.665456593,34.3567009,4,3,Forest,Fire Regime Group III
250,13.893,2639.735107,147.7448578,16.56748772,2.786206484,0.225600004,562.0303955,6.503600121,0.624212742,34.52000046,4,3,Forest,Fire Regime Group III
251,6.378,2559.194824,144.1416473,12.31284332,-4.225131989,0.161300004,515.5795288,6.815050125,0.477781266,44.05199814,4,3,Forest,Fire Regime Group III
252,4.392,1500.801392,194.6690521,2.286377907,-0.164715573,0.216999993,347.5136108,7.737400055,0.344278902,34.29100037,6,2,Herbaceous,Fire Regime Group II
253,23.19,2684.262939,179.6882172,7.831615448,4.521270752,0.150000006,629.9919434,4.578089714,0.585367084,35.70449448,4,3,Forest,Fire Regime Group III
254,2.784,1650.663574,154.1109619,1.834835291,1.888849616,0.247157902,383.4631958,8.469158173,0.36465326,47.06210709,7,2,Planted/Cultivated,Fire Regime Group II
255,3.344,2380.919434,164.5847473,13.94995117,7.874351025,0.138541669,494.0101318,7.936979294,0.550926089,41.60208511,4,3,Forest,Fire Regime Group III
256,13.007,1273.883667,164.0845184,2.766810417,-0.993068397,0.292551011,390.9147034,6.963265419,0.439140618,61.21530533,6,2,Herbaceous,Fire Regime Group II
257,6.088,1983.726807,153.1221924,2.43729043,-1.229195356,0.35374999,465.3496399,9.48197937,0.339027196,62.73749924,6,2,Herbaceous,Fire Regime Group II
258,1.309,1689.933838,106.511261,2.962572098,-0.2783176,0.247999996,469.2550049,10.05500031,0.471262991,52.13999939,6,2,Herbaceous,Fire Regime Group II
259,11.275,1507.090576,133.7655182,1.302446842,-0.771870553,0.199761897,341.9396057,9.67047596,0.513231218,41.94404602,7,2,Planted/Cultivated,Fire Regime Group II
260,6.363,1583.80188,175.7629089,2.563564777,-0.750747621,0.203749999,387.335968,7.302239418,0.39453873,28.81562424,5,2,Shrubland,Fire Regime Group II
261,6.536,2049.090088,194.4580078,4.397823334,-0.971242547,0.145652175,494.8096619,8.273913383,0.444519132,35.13478088,6,2,Herbaceous,Fire Regime Group II
262,11.589,1810.279907,129.5137329,3.796578884,-0.53571564,0.292282611,421.2796631,10.06978226,0.365856677,70.33261108,6,2,Herbaceous,Fire Regime Group II
263,4.726,1275.943726,158.1450653,4.923660278,0.366739839,0.308750004,421.9217224,6.967864513,0.513353467,50.41249847,6,2,Herbaceous,Fire Regime Group II
264,8.221,2224.419189,177.7469635,3.94675231,2.015228271,0.100000001,532.8913574,6.996881485,0.492245644,41.20000076,6,2,Herbaceous,Fire Regime Group II
265,10.276,1623.31604,135.0096741,11.54418755,2.181707382,0.180999994,468.5472107,14.78425026,0.358706594,44.55400085,4,1,Forest,Fire Regime Group I
266,3.211,1817.157104,167.5313873,2.111491919,-0.232886121,0.336145848,417.0122375,10.67557335,0.309722155,70.7427063,6,2,Herbaceous,Fire Regime Group II
267,3.459,1917.902954,156.1463623,2.958293438,1.976331949,0.171666667,493.2025452,8.974277496,0.427538186,32.16888809,6,2,Herbaceous,Fire Regime Group II
268,3.039,1272.464844,156.5003357,2.106517553,-0.08539217,0.311111122,318.1789856,7.692424297,0.335409015,40.85555649,6,2,Herbaceous,Fire Regime Group II
269,0.471,1258.049316,153.6365662,2.606235743,-0.008294349,0.208299994,346.7789001,14.74125004,0.210498661,61.86600113,5,2,Shrubland,Fire Regime Group II
270,3.243,1460.323975,141.5979004,1.885673523,-0.991123676,0.298000008,357.4660034,13.89599991,0.254650742,31.86199951,6,2,Herbaceous,Fire Regime Group II
271,3.564,2111.05127,190.1258698,10.00109196,0.816635013,0.130104169,469.2470093,9.081458092,0.552064896,48.70104218,4,3,Forest,Fire Regime Group III
272,6.309,1379.185181,135.9044342,1.852187276,-0.365182996,0.32069999,363.7835999,8.657299995,0.335481733,31.89999962,6,2,Herbaceous,Fire Regime Group II
273,7.746,1841.826294,137.8275757,1.273437381,-0.699582577,0.430000007,404.4323425,9.717311859,0.340306938,72.85161591,6,2,Herbaceous,Fire Regime Group II
274,4.701,1296.372681,149.4848633,2.502877712,0.89289403,0.319999993,315.8807983,7.581749916,0.345824152,42,6,2,Herbaceous,Fire Regime Group II
275,3.105,1285.998901,163.3352203,2.302468061,0.342358887,0.319999993,331.5783997,7.554349899,0.352596849,42,6,2,Herbaceous,Fire Regime Group II
276,6.384,2105.484619,148.6639557,1.603163719,1.489296794,0.119999997,500.9042664,7.5748353,0.384697109,33.97362518,6,2,Herbaceous,Fire Regime Group II
277,5.6,1417.859497,190.2633057,4.096918583,1.401656866,0.306262612,434.789917,6.454444408,0.489788592,57.88586044,5,4,Shrubland,Fire Regime Group IV
278,4.717,1822.165527,156.6574097,2.714053154,1.245930195,0.280947357,470.237854,9.39621067,0.396961272,51.07263184,6,2,Herbaceous,Fire Regime Group II
279,13.351,1414.151978,178.4107513,1.183509231,-0.204956129,0.186000004,344.8928833,9.516750336,0.560792089,38.35874939,7,2,Planted/Cultivated,Fire Regime Group II
280,0.998,1393.135132,139.5230713,1.394305468,0.489281863,0.277200013,364.8742065,14.08380032,0.265142441,25.94499969,6,2,Herbaceous,Fire Regime Group II
281,1.395,1489.389526,161.7070007,2.323575497,-0.07373742,0.262600005,348.8674927,7.70664978,0.362545192,45.49599838,6,2,Herbaceous,Fire Regime Group II
282,2.304,1551.125854,128.0744476,1.301409125,0.268337369,0.300416678,384.4014893,9.79838562,0.331707418,59.16458511,7,2,Planted/Cultivated,Fire Regime Group II
283,5.378,1635.208984,133.7167816,1.514538884,-0.303478569,0.19494845,365.1742554,8.4301548,0.380571246,45.8639183,6,2,Herbaceous,Fire Regime Group II
284,2.23,1758.679443,170.4739227,1.79806757,-0.810913026,0.26867348,439.7218628,9.526071548,0.348820806,49.21734619,6,2,Herbaceous,Fire Regime Group II
285,3.329,1193.221069,151.823822,2.903541327,1.731895685,0.300606072,378.7536316,8.081717491,0.338838518,44.4272728,6,2,Herbaceous,Fire Regime Group II
286,4.517,1457.200317,167.3928833,1.479925156,0.491366297,0.136631578,345.0541687,9.325631142,0.393404335,20.90736771,6,2,Herbaceous,Fire Regime Group II
287,2.126,1679.814697,133.3787994,1.701169372,0.329807252,0.227395833,390.91922,8.031719208,0.408997059,46.52500153,6,2,Herbaceous,Fire Regime Group II
288,6.817,1304.060425,169.0549011,1.923714161,-0.027059987,0.372783512,360.4321899,8.812783241,0.43072331,48.2319603,6,2,Herbaceous,Fire Regime Group II
289,7.292,1292.975708,167.9779663,2.938093662,0.749709904,0.348850578,439.3497009,7.870459557,0.386142641,72.22758484,6,2,Herbaceous,Fire Regime Group II
290,0.001,1088.212891,178.5187225,1.230456471,0.420256495,0.328099996,364.4317017,15.31494999,0.235435963,49.8030014,5,2,Shrubland,Fire Regime Group II
291,0.528,1414.187988,164.5146027,1.438867331,0.391737998,0.102727272,350.6599121,9.513586044,0.366635084,9.253535271,6,2,Herbaceous,Fire Regime Group II
292,2.397,1909.595825,169.6696625,2.274754047,-0.103741415,0.202812493,454.6656799,8.367135048,0.40374741,50.43125153,6,2,Herbaceous,Fire Regime Group II
293,1.139,1340.006348,177.5037994,2.023608208,-0.13866137,0.24818182,386.6948547,14.2928791,0.278436005,29.34545517,6,2,Herbaceous,Fire Regime Group II
294,3.047,1414.678345,161.1263123,2.880153179,2.521886587,0.32190001,401.1567993,13.77439976,0.266099393,44.5,6,2,Herbaceous,Fire Regime Group II
295,16.147,1715.686646,151.1986542,1.637153149,0.858479381,0.337741941,352.6427612,11.0504837,0.274126977,68.12365723,6,2,Herbaceous,Fire Regime Group II
296,1.082,1157.901733,168.2654419,1.315730929,0.674815953,0.285400003,372.1715088,15.00599957,0.247802868,38.44200134,5,2,Shrubland,Fire Regime Group II
297,6.979,1354.376587,149.9687805,1.576267362,-0.708830059,0.257628858,389.4861145,8.795876503,0.384414405,33.20721817,6,2,Herbaceous,Fire Regime Group II
298,2.738,1478.554321,131.4870605,1.589724779,0.246944323,0.180303037,390.1231384,7.34984827,0.41806531,23.17979813,6,2,Herbaceous,Fire Regime Group II
299,1.11,1432.050415,172.2220917,2.085021734,0.780691028,0.228387102,283.2594299,11.16994667,0.246242076,47.03333282,6,2,Herbaceous,Fire Regime Group II
300,1.049,1728.271118,157.6222534,1.225230575,0.867286742,0.198979586,377.2028809,9.337244987,0.307262123,33.1622467,6,2,Herbaceous,Fire Regime Group II
301,4.624,1370.270752,162.5812225,1.177685976,-0.600742936,0.278787881,290.2046509,11.56323242,0.269405723,67.48787689,6,2,Herbaceous,Fire Regime Group II
302,4.974,1442.376221,133.8195496,2.074910402,0.268126607,0.299042553,415.7359009,8.59010601,0.405050755,37.92021179,6,2,Herbaceous,Fire Regime Group II
303,3.445,1583.133789,144.0437012,1.594504714,-0.798921406,0.277083337,383.3316956,8.243385315,0.422314763,41.32395935,6,2,Herbaceous,Fire Regime Group II
304,5.699,1928.312378,122.3739777,2.369042397,-0.320112914,0.170000002,425.2857361,8.127263069,0.378745168,31.89999962,6,2,Herbaceous,Fire Regime Group II
305,1.303,1013.55426,177.8643646,1.695938587,0.038233001,0.230631575,344.0316467,16.74279022,0.229102552,34.29263306,5,2,Shrubland,Fire Regime Group II
306,3.067,1708.984131,135.8224487,2.598118782,1.046590924,0.284948468,414.9546814,9.060824394,0.383566409,53.00618744,6,2,Herbaceous,Fire Regime Group II
307,2.359,1423.714844,159.5315399,1.236762762,0.02485165,0.241999999,327.0856934,11.66825008,0.26537481,49.43500137,6,2,Herbaceous,Fire Regime Group II
308,3.094,1447.438965,171.2640076,1.926331758,2.159744978,0.311666667,424.6923218,13.609375,0.272656977,55.52604294,6,2,Herbaceous,Fire Regime Group II
309,4.971,1732.86731,139.9875336,1.862757087,-0.788864672,0.349999994,409.6495972,10.78065014,0.2944161,66.23999786,6,2,Herbaceous,Fire Regime Group II
310,1.665,1400.323975,138.1534424,1.27710557,0.35671407,0.229183674,295.1208496,11.29918385,0.256471664,44.14387894,6,2,Herbaceous,Fire Regime Group II
311,9.1,1682.100464,167.9397278,1.977341056,0.96739012,0.305806458,409.3686829,9.131343842,0.383195162,58.71505356,6,2,Herbaceous,Fire Regime Group II
312,7.841,1969.414063,150.2059021,7.411496639,5.321649551,0.28061223,447.8937073,9.472295761,0.486938447,44.95510101,4,3,Forest,Fire Regime Group III
313,1.085,1280.345215,209.7858276,1.434912205,-0.250103027,0.200000003,393.7590942,14.63624954,0.271942288,28.74900055,6,2,Herbaceous,Fire Regime Group II
314,0.408,1298.654541,208.2095642,1.716193557,-0.02701824,0.200000003,393.8974915,14.73075008,0.275360823,39.19800186,6,2,Herbaceous,Fire Regime Group II
315,2.295,1331.444092,170.2262115,1.872875452,-0.133461028,0.235656559,401.3128357,14.26611137,0.285669565,42.25050354,6,2,Herbaceous,Fire Regime Group II
316,0.677,1063.505127,164.7299347,1.025621295,0.251985759,0.168571427,342.2649231,16.87428665,0.270067871,12.74591827,5,2,Shrubland,Fire Regime Group II
317,1.174,1313.987915,197.0122223,1.252177596,1.17921257,0.1734,414.9378967,13.59955025,0.301019162,18.98500061,6,2,Herbaceous,Fire Regime Group II
318,0.606,1125.764282,172.140686,1.311453462,0.977267027,0.170000002,361.6979065,16.19720078,0.280647784,13.82199955,5,2,Shrubland,Fire Regime Group II
319,2.977,1287.726563,157.3687744,1.562330842,-0.056979012,0.243599996,421.2914124,14.22039986,0.299431115,41.02999878,6,2,Herbaceous,Fire Regime Group II
