ID,SOC,ELEV,Aspect,Slope,TPI,K_Factor,MAP,MAT,NDVI,Slit_Clay,NLCD,FRG,NLCD_DES,FRG_DES
320,1.941,1237.188232,148.8030701,1.232816577,0.185090125,0.340652168,421.817688,14.32374954,0.317048192,57.80652237,5,2,Shrubland,Fire Regime Group II
321,2.203,1341.309082,147.6950989,0.906366825,-0.606334746,0.129032254,380.9888916,9.710268974,0.395435303,14.99354839,6,2,Herbaceous,Fire Regime Group II
322,3.435,1303.09436,134.3344727,1.282466412,-0.360342771,0.166951224,384.1799622,9.675183296,0.510189116,30.64878082,7,2,Planted/Cultivated,Fire Regime Group II
323,3.075,1499.300171,178.339386,1.419889331,1.048844576,0.323684216,340.256897,10.28852654,0.264569998,61.38420868,6,2,Herbaceous,Fire Regime Group II
324,5.16,1217.92688,151.8880463,1.328278422,0.278070927,0.193571433,390.21521,15.45525551,0.279750466,46.90714264,6,2,Herbaceous,Fire Regime Group II
325,2.21,1128.665894,151.4407806,1.434005022,0.520512283,0.170000002,368.8092957,15.94797993,0.272296101,18.32222176,5,2,Shrubland,Fire Regime Group II
326,1.095,1309.369141,155.4514923,0.835930109,-0.048712332,0.153061226,414.9022522,14.35811234,0.329325885,20.37040901,6,2,Herbaceous,Fire Regime Group II
327,1.509,1319.244751,150.5649414,0.931369781,0.100783296,0.179898992,417.7973938,14.28616142,0.337417811,29.72424316,6,2,Herbaceous,Fire Regime Group II
328,0.93,1035.592041,117.2919388,1.058097124,0.558457077,0.170000002,308.8327942,16.67824936,0.262355685,17.39800072,5,2,Shrubland,Fire Regime Group II
329,0.805,1185.43103,170.1819458,2.303528547,0.770214379,0.235744685,424.5327148,14.30595779,0.280245245,40.2457428,5,2,Shrubland,Fire Regime Group II
330,1.897,1292.610718,155.2926483,1.031368613,-0.756898463,0.3011702,325.1278381,11.62382984,0.25971505,66.92446899,6,2,Herbaceous,Fire Regime Group II
331,3.113,1604.231445,161.5352173,2.493979216,-1.169954419,0.219090909,421.5275879,11.19510078,0.335642278,47.5737381,6,2,Herbaceous,Fire Regime Group II
332,2.519,1395.630371,160.1567841,1.122055769,1.045879006,0.307755113,455.7088013,13.59239769,0.318917453,58.14081573,6,2,Herbaceous,Fire Regime Group II
333,11.156,1487.530029,142.8335114,1.162791014,-0.355940074,0.326875001,416.3153687,9.305937767,0.34585166,75.85624695,7,2,Planted/Cultivated,Fire Regime Group II
334,4.861,1188.688477,150.4340057,1.050541401,0.059854481,0.276938766,419.7037048,15.04729557,0.330886126,53.94897842,6,2,Herbaceous,Fire Regime Group II
335,1.43,1334.156616,165.5557098,1.916359663,0.706298351,0.183799997,428.8611145,13.13409996,0.312738389,33.69800186,6,2,Herbaceous,Fire Regime Group II
336,4.492,1620.743896,130.3647003,3.420188904,-0.832008243,0.291818172,405.1872864,10.59787846,0.338653505,62.89495087,6,2,Herbaceous,Fire Regime Group II
337,0.152,1306.727661,190.9215546,1.493518829,-0.457343131,0.153263152,425.2972107,9.521315575,0.395361334,17.69052696,6,2,Herbaceous,Fire Regime Group II
338,1.102,1175.755737,185.3959808,2.327094793,-0.123296194,0.27448979,432.5515442,14.16244888,0.282815695,45.97653198,5,2,Shrubland,Fire Regime Group II
339,1.872,1419.348389,152.5202026,1.347284079,1.259749174,0.115714289,387.8643188,10.10857105,0.361546248,22.49183655,5,2,Shrubland,Fire Regime Group II
340,2.545,1261.498779,162.6478882,0.981586695,0.214424163,0.172244892,452.6441956,13.99341869,0.452881664,20.45102119,7,2,Planted/Cultivated,Fire Regime Group II
341,5.055,1330.67749,141.2685547,2.543166399,0.513849139,0.280824751,459.6533203,13.60809231,0.329684615,51.59896851,6,2,Herbaceous,Fire Regime Group II
342,1.286,1417.696777,154.6199036,1.022344232,0.177129149,0.276288658,404.8471375,12.24731922,0.40715158,49.59278488,7,2,Planted/Cultivated,Fire Regime Group II
343,3.852,1429.502563,137.6963959,1.066038489,0.424683928,0.265100002,425.8609009,9.520999908,0.388191253,55.60699844,7,2,Planted/Cultivated,Fire Regime Group II
344,4.011,1306.727661,190.9215546,1.493518829,-0.457343131,0.153263152,425.2972107,9.521315575,0.395361334,17.69052696,6,2,Herbaceous,Fire Regime Group II
345,2.586,1469.530151,137.918396,1.437999845,-0.378015518,0.293636352,420.5798035,11.81823254,0.351200938,51.304039,6,2,Herbaceous,Fire Regime Group II
346,6.147,1212.831909,146.5111389,1.34484899,-0.101372443,0.205957443,441.9216614,9.456276894,0.525343359,44.52978897,6,2,Herbaceous,Fire Regime Group II
347,3.48,1331.058105,160.0780792,1.530678153,-0.367511362,0.167171717,432.2693176,9.820252419,0.4193905,13.47474766,6,2,Herbaceous,Fire Regime Group II
348,1.611,1353.516724,155.409317,0.948349535,-0.382461548,0.251276582,392.3927307,10.35505295,0.360603064,53.40851212,5,2,Shrubland,Fire Regime Group II
349,3.446,1338.124756,136.8322906,1.147000909,0.029894719,0.114583336,389.1080627,10.64317703,0.369917333,23.91875076,6,2,Herbaceous,Fire Regime Group II
350,2.983,1404.97644,152.2593536,1.608724833,-0.150114059,0.345789462,421.3150024,11.79389477,0.305332929,77.64631653,6,2,Herbaceous,Fire Regime Group II
351,6.448,1387.389648,129.8982086,1.462466955,-0.821195483,0.314226806,454.7703552,10.11128902,0.420667917,48.76700974,7,2,Planted/Cultivated,Fire Regime Group II
352,12.132,1326.947266,157.9876709,1.106243253,-0.170281753,0.209090903,443.7326355,10.07313156,0.433712691,27.15757561,6,2,Herbaceous,Fire Regime Group II
353,0.708,1271.579468,142.7165985,1.199087143,0.269901872,0.154210523,441.647522,10.13994694,0.464441001,10.70105267,6,2,Herbaceous,Fire Regime Group II
354,1.542,1251.51123,156.3656311,0.936136723,0.050602026,0.108571425,386.8246155,11.09724522,0.394683599,19.63469315,6,2,Herbaceous,Fire Regime Group II
355,4.086,1367.865479,133.326416,1.343380928,0.306645364,0.319782615,431.5834656,12.03663063,0.322731376,65.43151855,6,2,Herbaceous,Fire Regime Group II
356,4.974,1190.883179,160.6103363,1.299599767,0.94482094,0.338823527,383.401001,11.48664665,0.355982542,77.05294037,6,2,Herbaceous,Fire Regime Group II
357,6.753,1277.841431,145.3148041,1.787986517,-0.656636477,0.226701036,450.1335449,10.40144348,0.498598099,43.56700897,7,2,Planted/Cultivated,Fire Regime Group II
358,4.569,1317.916504,146.4872437,1.854966521,0.250002652,0.370000005,417.8522339,11.94062519,0.334431887,68.08333588,6,2,Herbaceous,Fire Regime Group II
359,8.05,1184.781738,143.0796967,1.468144894,0.317078203,0.370000005,395.2409973,11.91399956,0.305360764,82.30000305,6,2,Herbaceous,Fire Regime Group II
360,4.977,1164.256958,147.4121857,0.867829382,-0.073475003,0.319999993,465.0525513,9.915103912,0.398264199,63.29999924,7,2,Planted/Cultivated,Fire Regime Group II
361,9.614,1161.650269,121.1834183,1.093007207,-0.136191636,0.286666662,464.6925354,9.946093559,0.477525473,52.59999847,7,2,Planted/Cultivated,Fire Regime Group II
362,6.129,1221.068848,115.2586517,0.967039883,0.123931609,0.276041657,440.76474,12.14036465,0.376434654,56.22603989,7,2,Planted/Cultivated,Fire Regime Group II
363,2.18,1178.60022,145.5123901,2.825965643,-0.237747535,0.261530608,462.9976807,10.38045883,0.41517055,55.82959366,6,2,Herbaceous,Fire Regime Group II
364,4.592,1134.016479,123.4939117,0.930659294,-0.379633427,0.295957446,465.6961365,10.00196838,0.573912621,54.87659454,7,2,Planted/Cultivated,Fire Regime Group II
365,3.595,1218.513062,130.7285919,0.817521036,-0.171226025,0.323571414,408.6112366,10.9561739,0.32496354,81.18571472,7,2,Planted/Cultivated,Fire Regime Group II
366,2.839,1174.906982,143.3110352,0.899481833,0.164111122,0.306199998,434.5755005,12.24925041,0.430893213,62.57300186,7,2,Planted/Cultivated,Fire Regime Group II
367,6.334,1215.990112,143.5032654,1.484816074,-0.268597543,0.291958749,434.061676,10.63515472,0.442204922,69.74330139,6,2,Herbaceous,Fire Regime Group II
368,3.071,1119.703491,151.5814362,1.170495033,0.191262066,0.319999993,481.4195251,10.61850548,0.450192213,87.80515289,7,2,Planted/Cultivated,Fire Regime Group II
369,1.015,1056.04895,162.6939697,2.283162832,-1.324104786,0.248837203,470.2427063,10.75354671,0.431147814,53.79185867,6,2,Herbaceous,Fire Regime Group II
370,1.03,1038.993896,166.9897766,1.311900854,0.042221736,0.365959585,435.4337463,12.3293438,0.378094524,75.56464386,7,2,Planted/Cultivated,Fire Regime Group II
371,4.126,1030.052979,110.139595,0.781253636,-0.36982429,0.319999993,437.1463013,12.59348965,0.326292247,75.5,7,2,Planted/Cultivated,Fire Regime Group II
372,7.183,1086.937012,130.6230621,0.883993447,0.533352792,0.329263151,476.9575195,11.3362627,0.446605504,87.1631546,7,2,Planted/Cultivated,Fire Regime Group II
373,2.349,973.7722778,142.8783417,0.875295162,-0.05919341,0.310000002,440.8913879,12.79317665,0.415682524,73.31666565,7,2,Planted/Cultivated,Fire Regime Group II
374,15.74,1030.479126,144.9110565,1.911791921,-0.559373856,0.354020625,514.5505371,10.6839695,0.419105828,87.71546173,7,2,Planted/Cultivated,Fire Regime Group II
375,3.9,953.5596313,159.1018372,1.476952553,0.265975893,0.366020411,487.9603271,11.39086723,0.376978844,80.568367,6,2,Herbaceous,Fire Regime Group II
376,4.23,935.8794556,144.8565674,0.898064971,0.323040247,0.294020623,458.2818909,12.82118511,0.581132531,67.02783203,7,2,Planted/Cultivated,Fire Regime Group II
377,10.54,1008.366211,151.8770599,1.070653319,0.105118684,0.319999993,511.6803284,10.77232361,0.42191124,88.42424011,7,2,Planted/Cultivated,Fire Regime Group II
378,7.438,909.0388184,156.3795624,0.998335063,0.686552107,0.126938775,477.9623718,12.18918324,0.66921109,14.82857132,7,2,Planted/Cultivated,Fire Regime Group II
379,4.563,925.0328369,148.4635468,1.983184457,-0.414242476,0.319999993,497.4021912,11.64566994,0.419812948,75.19174957,7,2,Planted/Cultivated,Fire Regime Group II
380,2.541,900.635437,144.4664612,1.016467214,-0.394654453,0.200918362,481.3300171,13.12892818,0.522922873,26.95918274,7,2,Planted/Cultivated,Fire Regime Group II
381,11.578,982.3356323,138.9476929,0.942098022,0.11240714,0.319999993,516.0366821,10.73239326,0.530194163,88.42021179,7,2,Planted/Cultivated,Fire Regime Group II
382,5.46,924.6051025,163.1055145,1.178359032,0.237723008,0.313478261,471.3896484,12.59853268,0.484200716,73.26087189,7,2,Planted/Cultivated,Fire Regime Group II
383,6.826,910.8092651,133.8178253,0.928151429,-0.153364569,0.319999993,523.2950439,11.06595993,0.565285206,88.5,7,2,Planted/Cultivated,Fire Regime Group II
384,5.625,862.3266602,143.7496033,0.876489043,-0.168190002,0.319999993,508.1264343,12.89247417,0.535422146,76.59999847,7,2,Planted/Cultivated,Fire Regime Group II
385,5.744,858.2679443,149.5367126,0.910708845,0.553863347,0.330416679,522.958374,12.25973988,0.456023455,79.7416687,7,2,Planted/Cultivated,Fire Regime Group II
386,8.907,848.8656616,141.8076477,1.056837201,-0.470413834,0.319999993,533.5710449,11.95585823,0.43184486,75.46060944,7,2,Planted/Cultivated,Fire Regime Group II
387,3.956,851.2306519,167.2877197,1.284581423,0.922723651,0.319999993,517.8667603,12.06242275,0.388672352,75.03504944,7,2,Planted/Cultivated,Fire Regime Group II
388,4.903,821.1589966,162.820816,1.928120017,-0.887635827,0.319999993,559.8840942,11.04479122,0.489798218,85.52603912,7,2,Planted/Cultivated,Fire Regime Group II
389,5.26,799.4375,143.393692,1.709207773,-0.510423124,0.319999993,530.8222656,12.32347393,0.437354654,73,6,2,Herbaceous,Fire Regime Group II
390,5.171,790.6467285,135.2474823,1.789128542,-0.064815454,0.319999993,557.4978027,10.91898918,0.47734651,85.92127991,7,2,Planted/Cultivated,Fire Regime Group II
391,5.37,782.8870239,159.3982697,1.182988644,0.053166378,0.319999993,570.2481689,11.52042103,0.458886147,82.05789185,7,2,Planted/Cultivated,Fire Regime Group II
392,5.737,808.7618408,152.3935394,0.753047287,0.384893477,0.367474735,561.0895996,12.43833351,0.394034714,80.51717377,7,2,Planted/Cultivated,Fire Regime Group II
393,3.055,794.2210083,144.319397,1.024565339,0.171222806,0.316875011,569.1031494,12.55770874,0.486693203,74.50416565,7,2,Planted/Cultivated,Fire Regime Group II
394,1.97,744.1821289,142.2647247,2.306552887,0.895786524,0.319999993,561.6275635,11.47791195,0.509786665,77.25384521,6,2,Herbaceous,Fire Regime Group II
395,4.322,790.34729,142.6498871,1.131296992,0.293630689,0.335624993,566.2648315,12.56609344,0.393349916,79.33750153,7,2,Planted/Cultivated,Fire Regime Group II
396,3.407,750.3631592,174.1729126,1.920883775,0.195210993,0.284210533,565.6543579,13.0861578,0.435223013,63.38000107,6,2,Herbaceous,Fire Regime Group II
397,3.7,735.6009521,167.0108948,1.91777432,0.065530546,0.319999993,613.3708496,10.88930225,0.503653765,87.06046295,7,2,Planted/Cultivated,Fire Regime Group II
398,4.622,732.536438,148.8384552,1.632046223,0.203347072,0.319999993,566.9932861,11.53554916,0.48653847,81.69670105,7,2,Planted/Cultivated,Fire Regime Group II
399,3.667,738.788269,150.34198,2.017730951,1.575828791,0.319999993,571.0084839,11.45682812,0.521937072,81.21398163,7,2,Planted/Cultivated,Fire Regime Group II
400,4.83,699.0772095,158.0722504,1.628158092,0.028051348,0.31695652,581.9840088,11.75282574,0.444095701,74.51630402,6,2,Herbaceous,Fire Regime Group II
401,6.009,728.6289673,153.9803772,0.963869989,-0.172946319,0.278947383,631.4405518,12.82736874,0.495620817,62.48631668,7,2,Planted/Cultivated,Fire Regime Group II
402,7.794,676.6921387,173.5391693,1.339965463,-0.142456532,0.319999993,587.500061,12.6019268,0.456931025,81.3208313,7,2,Planted/Cultivated,Fire Regime Group II
403,10.793,660.0980225,158.4415131,0.989168108,-0.787911355,0.319999993,590.2868042,12.78105259,0.515275896,83.25263214,7,2,Planted/Cultivated,Fire Regime Group II
404,0.462,699.2559814,141.9971466,0.976019144,-0.355791897,0.228736848,637.2529907,12.84326363,0.527522802,45.08842087,7,2,Planted/Cultivated,Fire Regime Group II
405,9.529,600.5227051,175.5027924,1.253831625,0.53668499,0.319999993,650.0089111,12.70663166,0.478949368,80.81999969,7,2,Planted/Cultivated,Fire Regime Group II
406,1.726,605.6264648,121.7709351,0.649252713,0.21298115,0.20708333,649.3221436,13.13104153,0.574132502,34.78125,7,2,Planted/Cultivated,Fire Regime Group II
407,6.325,577.8641357,153.0287628,1.132584929,0.521883965,0.319999993,670.0877686,12.51885414,0.496841371,80.91666412,7,2,Planted/Cultivated,Fire Regime Group II
408,2.274,454.1506653,147.2152557,1.589675307,-0.072069563,0.370000005,719.2316284,14.54500008,0.416710168,81.69999695,7,2,Planted/Cultivated,Fire Regime Group II
409,4.327,585.0255737,149.344635,1.097045779,0.205199167,0.191505373,672.2050171,13.37655926,0.54985714,32.41182709,7,2,Planted/Cultivated,Fire Regime Group II
410,11.779,566.4096069,168.0747681,1.035616636,0.014288845,0.403950632,674.9334717,12.88913536,0.523535013,80.1222229,7,2,Planted/Cultivated,Fire Regime Group II
411,4.287,598.574707,162.0473785,2.069401264,-0.536091745,0.319999993,661.524292,11.03677464,0.583163798,87.42795563,6,2,Herbaceous,Fire Regime Group II
412,1.249,474.014801,177.43927,1.79126668,-0.365131915,0.292111099,724.2776489,14.16950035,0.531020045,49.72777939,6,2,Herbaceous,Fire Regime Group II
413,1.136,567.9083252,155.813736,1.091024637,0.512047231,0.188631579,677.1585693,13.43826294,0.517540514,37.38105392,7,2,Planted/Cultivated,Fire Regime Group II
414,18.062,533.5730591,168.2296753,1.951879144,-0.440668106,0.319999993,684.5789185,11.21351624,0.556147873,86.20330048,6,2,Herbaceous,Fire Regime Group II
415,5.665,542.1763306,134.1867218,0.785101414,-0.183782399,0.319999993,707.1599731,12.94344044,0.474399,80.80000305,7,2,Planted/Cultivated,Fire Regime Group II
416,7.239,453.7666626,156.5876465,1.253076673,-0.151149616,0.319999993,682.2653198,11.73777771,0.530182838,81.56296539,7,2,Planted/Cultivated,Fire Regime Group II
417,8.627,518.9393311,186.9005737,0.976250708,-0.465272009,0.329677433,733.1299438,13.10026836,0.526044607,80.87526703,7,2,Planted/Cultivated,Fire Regime Group II
418,14.082,446.2778015,147.8443146,2.601210117,-0.765730321,0.319999993,715.0527344,12.23644352,0.53831166,79.70928192,6,2,Herbaceous,Fire Regime Group II
419,4.002,414.6341248,164.9907074,1.271191478,0.477106392,0.353369564,809.1932983,14.59913063,0.449849814,84.07065582,7,2,Planted/Cultivated,Fire Regime Group II
420,4.358,478.3442993,154.6984253,1.492005587,-1.12489295,0.315161288,777.3067627,14.0244627,0.557419181,49.48602295,6,2,Herbaceous,Fire Regime Group II
421,9.461,472.9762268,182.1896667,1.370800495,1.273215413,0.200000003,780.5839844,13.91076565,0.461937368,39.76020432,7,2,Planted/Cultivated,Fire Regime Group II
422,8.647,441.8609924,169.3587494,2.483055353,0.384655327,0.319999993,744.1137085,12.36569118,0.586698115,78.99681091,6,2,Herbaceous,Fire Regime Group II
423,7.515,456.9073181,170.752182,1.891853809,-0.894546449,0.284044951,740.4815674,12.66174126,0.610842884,68.09887695,6,2,Herbaceous,Fire Regime Group II
424,7.719,469.864563,187.0672913,2.083795547,0.596356511,0.341428578,753.0570068,11.79918385,0.585410714,80.56326294,6,2,Herbaceous,Fire Regime Group II
425,2.335,390.2870483,182.8759155,0.96122098,-0.602526128,0.295833319,798.9428711,14.36135387,0.463539988,59.67291641,7,2,Planted/Cultivated,Fire Regime Group II
426,5.02,458.9194336,166.0015564,0.981584549,0.098810211,0.370000005,812.8511353,13.21453953,0.550418854,79.09999847,7,2,Planted/Cultivated,Fire Regime Group II
427,5.899,404.9074097,166.7960052,1.420695901,-0.789680302,0.362637371,801.3369141,12.92093372,0.505854964,81.52417755,7,2,Planted/Cultivated,Fire Regime Group II
428,7.583,393.8743591,148.7806854,1.557891011,0.101380609,0.352531642,805.3238525,12.87145615,0.495669812,82.31771851,7,2,Planted/Cultivated,Fire Regime Group II
429,7.668,479.9029236,160.9447632,1.284991384,0.314072609,0.366195649,762.5119019,11.28782654,0.611495912,79.69021606,7,2,Planted/Cultivated,Fire Regime Group II
430,5.4,435.7817688,177.4469147,1.103441119,0.194782823,0.287741929,803.083252,13.74059105,0.493325055,57.49677277,7,2,Planted/Cultivated,Fire Regime Group II
431,5.571,418.8719177,186.5762177,1.76723516,-0.070267402,0.369479179,782.9036255,12.73932266,0.581634164,77.29374695,6,2,Herbaceous,Fire Regime Group II
432,10.157,372.95401,165.3360901,1.564537168,-0.329495013,0.297528088,815.5758667,12.93910122,0.557097614,71.57078552,7,2,Planted/Cultivated,Fire Regime Group II
433,7.765,448.5705872,173.1596985,0.932754338,0.027096415,0.368823528,827.8546143,13.41723537,0.526493669,82.13176727,7,2,Planted/Cultivated,Fire Regime Group II
434,4.678,426.1737061,177.6400604,1.034561634,-0.560392857,0.289870143,830.220459,13.50772762,0.589075387,80.89090729,6,2,Herbaceous,Fire Regime Group II
435,7.946,355.4572754,171.1113892,1.10919857,0.072262526,0.377499998,852.3725586,14.48038006,0.57764554,72.48587036,7,2,Planted/Cultivated,Fire Regime Group II
436,9.957,420.4744873,156.6684418,1.091234565,-0.190132499,0.309870124,851.3656616,12.79590893,0.587176681,81.56493378,7,2,Planted/Cultivated,Fire Regime Group II
437,6.23,409.5541077,165.1920624,1.716577172,0.090570092,0.319999993,857.192749,12.77774239,0.549560785,83,7,2,Planted/Cultivated,Fire Regime Group II
438,9.48,372.8765259,161.5170593,2.13647294,1.071723819,0.319999993,856.6783447,12.76634407,0.586991906,83.70537567,6,2,Herbaceous,Fire Regime Group II
439,11.327,423.2229919,164.3968201,1.652055025,0.427825183,0.370000005,797.2719116,11.89585018,0.62731725,75.28399658,6,2,Herbaceous,Fire Regime Group II
440,8.366,387.9332886,157.4149628,1.187462449,-0.343532622,0.3578161,924.5714722,13.658391,0.666455388,84.50115204,6,2,Herbaceous,Fire Regime Group II
441,12.587,439.6960144,177.9108734,1.192721605,1.24753654,0.345555544,871.8673096,13.03905582,0.663042009,83.34444427,6,2,Herbaceous,Fire Regime Group II
442,16.51,417.4611511,170.6186371,2.616127729,1.172933221,0.359285712,857.4733276,12.89096928,0.690591335,84.37551117,6,2,Herbaceous,Fire Regime Group II
443,15.443,433.2064209,170.8034363,1.360996485,0.043612868,0.388297886,909.098877,13.51260662,0.673776269,81.97766113,6,2,Herbaceous,Fire Regime Group II
444,12.496,406.9046631,178.9953156,2.92980051,-0.539494157,0.367272735,902.2103271,12.64787865,0.692755759,83.40403748,6,2,Herbaceous,Fire Regime Group II
445,13.335,350.5293274,145.809494,3.305817604,-1.522260189,0.321126759,874.1015015,12.51739407,0.711380064,76.22676086,7,2,Planted/Cultivated,Fire Regime Group II
446,10.607,344.9064331,153.5510101,1.902115703,0.395354867,0.312000006,877.2763062,12.67644405,0.713835597,72.83110809,7,133,Planted/Cultivated,Indeterminate FRG
447,11.136,421.0206299,164.9431,2.623775959,0.586385131,0.370000005,849.2873535,11.26931286,0.705776215,73.12000275,7,2,Planted/Cultivated,Fire Regime Group II
448,9.889,368.1755066,161.2080841,3.812701225,-1.786845326,0.326382965,899.4817505,12.43595791,0.733724773,83.58404541,6,2,Herbaceous,Fire Regime Group II
449,5.388,277.6633606,168.1042938,2.923674822,-0.422671407,0.375068486,1013.70343,14.15246582,0.729283452,62.83972549,6,1,Herbaceous,Fire Regime Group I
450,9.126,367.7178345,155.2165222,1.271922231,-0.274296135,0.370860219,932.7252197,12.64747334,0.68952316,79.80537415,6,2,Herbaceous,Fire Regime Group II
451,6.6,327.3881531,189.4347382,2.726677418,-0.042385288,0.355976999,893.496521,12.47747135,0.73172164,79.90459442,6,2,Herbaceous,Fire Regime Group II
452,9.657,352.0820313,157.4314728,1.632966757,-0.42702657,0.370000005,933.6138306,13.22186184,0.699740767,81.80000305,6,2,Herbaceous,Fire Regime Group II
453,13.564,373.6366272,159.2849274,3.918823957,-0.305336654,0.319999993,904.7088013,12.27631283,0.702842951,82.09999847,6,2,Herbaceous,Fire Regime Group II
454,10.356,313.1699219,171.6302795,2.028388977,0.51463443,0.392098755,963.4102173,13.45117283,0.722296059,68.29383087,6,1,Herbaceous,Fire Regime Group I
455,12.207,373.4152222,181.1127625,2.365212917,-0.141020313,0.363076925,881.5410767,11.7434063,0.723218083,74.25164795,7,2,Planted/Cultivated,Fire Regime Group II
456,8.621,307.7427063,161.5845947,1.870767355,0.441325873,0.328829795,929.9624634,12.5312233,0.749037266,77.99468231,7,133,Planted/Cultivated,Indeterminate FRG
457,4.31,258.6488037,137.0430298,1.548303962,1.139285445,0.412197798,1060.175659,13.93186855,0.652731657,74.44615173,7,2,Planted/Cultivated,Fire Regime Group II
458,16.336,319.1221008,173.4338531,1.88845098,-0.026393581,0.361290336,1019.98999,13.38715076,0.731043339,70.87419128,7,2,Planted/Cultivated,Fire Regime Group II
459,14.977,326.1619568,161.5198059,1.388623476,-0.251866877,0.354651153,1043.991333,13.34668636,0.722290516,75.1162796,7,2,Planted/Cultivated,Fire Regime Group II
460,6.746,319.3804016,143.6337585,1.325238705,-0.787938476,0.346666664,1003.023926,13.12300014,0.721718729,82.79777527,7,2,Planted/Cultivated,Fire Regime Group II
461,10.413,333.5476685,174.4058533,1.608993888,-0.666242182,0.384375006,948.8782959,12.60124969,0.73229748,81.07499695,7,2,Planted/Cultivated,Fire Regime Group II
462,9.419,343.7295837,167.1470032,1.772246838,0.868948162,0.343975902,922.5265503,11.90951824,0.750725389,81.11927795,7,2,Planted/Cultivated,Fire Regime Group II
463,8.929,318.7072754,164.0430145,2.423948765,1.362284422,0.355731696,949.8709106,12.62597561,0.715699077,82.71463776,6,2,Herbaceous,Fire Regime Group II
464,10.728,323.9975891,180.0093079,1.858105779,0.330125213,0.311263144,937.0098877,12.21805286,0.726082504,74.16736603,7,2,Planted/Cultivated,Fire Regime Group II
465,12.903,296.3933716,184.4024048,3.371665239,3.368828058,0.36857143,954.425293,12.45023823,0.750859082,79.30635071,7,2,Planted/Cultivated,Fire Regime Group II
466,7.256,272.6796875,185.04039,1.429967642,1.074458718,0.325529426,1099.34082,13.74811745,0.694314122,77.16470337,7,1,Planted/Cultivated,Fire Regime Group I
467,7.5,313.8303223,176.8919983,2.361840725,-0.885888934,0.280000001,927.7701416,11.69946766,0.796992183,88.55212402,7,2,Planted/Cultivated,Fire Regime Group II
468,13.147,269.3353577,177.4589233,1.011652946,-0.160640657,0.38595745,1115.609253,13.93994713,0.673385859,81.6585083,7,2,Planted/Cultivated,Fire Regime Group II
469,6.433,313.8303223,176.8919983,2.361840725,-0.885888934,0.280000001,927.7701416,11.69946766,0.796992183,88.55212402,7,2,Planted/Cultivated,Fire Regime Group II
470,8.78,293.8309326,184.4200745,1.39074862,0.609901011,0.358791202,1098.397339,13.64280224,0.721526146,83.90769196,7,2,Planted/Cultivated,Fire Regime Group II
471,10.672,323.6609802,147.1656799,1.067159891,0.5195719,0.342210531,1080.718384,13.42589474,0.690666437,74.41894531,7,2,Planted/Cultivated,Fire Regime Group II
472,4.488,298.0536804,173.3465118,3.145534277,1.119381905,0.287956983,935.52948,11.80263424,0.773537636,89.83441162,7,2,Planted/Cultivated,Fire Regime Group II
473,6.975,272.2623901,194.9636841,0.917754948,-0.256960839,0.192602739,1126.816528,13.84993172,0.661757708,79.96438599,7,5,Planted/Cultivated,Fire Regime Group V
