,FIPS,county,state,x,y,min,max,mean,median
0,35028.0,Los Alamos County,NM,-920555.1069,1474062.756,1988.2099609375,2753.52001953125,2328.693318684896,2342.7750244140625
1,20151.0,Pratt County,KS,-239359.7498,1626824.34,538.9940185546875,641.2109985351562,591.0806877039656,586.1160278320312
2,20039.0,Decatur County,KS,-378359.4027,1871727.422,749.9030151367188,891.1929931640625,815.7783741284442,815.3400268554688
3,35006.0,Cibola County,NM,-1084544.212,1385659.523,1724.449951171875,2630.840087890625,2162.169233865941,2188.830078125
4,20097.0,Kiowa County,KS,-287453.6092,1618321.265,588.2579956054688,718.697998046875,672.2045559353298,676.5919799804688
5,20089.0,Jewell County,KS,-188258.5912,1865050.74,-3.4028234663852886e+38,566.9920043945312,-2.2685489775901924e+37,507.0679931640625
6,8081.0,Moffat County,CO,-1021328.67,2022008.896,1764.780029296875,2653.239990234375,2052.5075559032207,2036.8299560546875
7,56025.0,Natrona County,WY,-874281.006,2268113.606,1503.3699951171875,2503.25,1848.0434276642447,1824.760009765625
8,20163.0,Rooks County,KS,-283849.6143,1819136.411,561.843017578125,672.7960205078125,612.7221062320402,613.5859985351562
9,20187.0,Stanton County,KS,-505790.2027,1629263.589,963.6920166015625,1101.68994140625,1031.5171287647192,1026.3599853515625
10,20067.0,Grant County,KS,-464192.9137,1626739.328,908.1669921875,969.0499877929688,937.9148677702873,939.6799926757812
11,35015.0,Eddy County,NM,-775358.9983,1078226.936,902.0390014648438,1938.18994140625,1143.7777913411458,1078.739990234375
12,35057.0,Torrance County,NM,-894223.1289,1332973.593,1834.6800537109375,2326.7900390625,1966.798785435671,1943.3300170898438
13,20205.0,Wilson County,KS,22467.50545,1613477.525,261.45001220703125,302.5060119628906,283.3520169939314,280.96099853515625
14,8125.0,Yuma County,CO,-543238.3122,1905602.144,1084.989990234375,1335.4599609375,1198.2105261329714,1188.3900146484375
15,20189.0,Stevens County,KS,-466852.9311,1585353.725,893.7109985351562,1001.2899780273438,945.4713974989854,944.4760131835938
16,20031.0,Coffey County,KS,23055.39638,1689398.086,314.4289855957031,357.343994140625,336.475476165316,337.4049987792969
17,56027.0,Niobrara County,WY,-685822.8765,2259513.738,-3.4028234663852886e+38,1682.0999755859375,-1.2510380391122385e+36,1352.02001953125
18,20057.0,Ford County,KS,-339512.9888,1635242.258,709.2529907226562,818.6959838867188,764.2423628467625,766.1530151367188
19,20093.0,Kearny County,KS,-462531.5211,1675789.721,909.0390014648438,1032.2099609375,969.5785536332564,970.8159790039062
20,35047.0,San Miguel County,NM,-791831.6016,1417412.551,1211.5999755859375,3136.330078125,1820.9451244524134,1819.989990234375
21,20199.0,Wallace County,KS,-494799.7538,1780612.989,1006.5499877929688,1203.239990234375,1109.0336133819264,1105.9300537109375
22,20011.0,Bourbon County,KS,100287.8303,1647189.09,262.1570129394531,313.3330078125,285.4843120574951,282.4259948730469
23,20115.0,Marion County,KS,-94955.52035,1703601.14,416.60101318359375,464.3840026855469,436.5712024982159,434.3280029296875
24,20173.0,Sedgwick County,KS,-127607.8008,1628461.163,390.35198974609375,452.42999267578125,421.42262268066406,423.75201416015625
25,20023.0,Cheyenne County,KS,-486197.7697,1877648.725,963.9940185546875,1137.9599609375,1055.1315848872346,1055.8699951171875
26,8045.0,Garfield County,CO,-1010370.634,1905589.98,1673.1099853515625,3313.300048828125,2421.1163564675794,2337.030029296875
27,20099.0,Labette County,KS,61760.00856,1572415.159,243.3560028076172,291.2080078125,268.4593115634606,269.3349914550781
28,8057.0,Jackson County,CO,-865364.1963,2008714.743,2452.340087890625,3250.219970703125,2713.7045623959875,2668.510009765625
29,20121.0,Miami County,KS,100278.4398,1726616.077,279.37799072265625,326.4809875488281,301.6830596923828,301.9984893798828
30,20109.0,Logan County,KS,-442032.7522,1777631.392,854.9039916992188,1033.75,950.5113602371903,949.3400268554688
31,8095.0,Phillips County,CO,-533128.9017,1971382.704,1095.949951171875,1232.550048828125,1164.3391706678603,1161.6500244140625
32,20193.0,Thomas County,KS,-431461.5382,1825754.708,903.4219970703125,1035.989990234375,972.5056364876883,976.4949951171875
33,8103.0,Rio Blanco County,CO,-1031338.464,1951228.166,1674.8399658203125,3094.6298828125,2195.6628886631556,2144.8399658203125
34,8105.0,Rio Grande County,CO,-906423.8482,1665583.014,2316.4599609375,3415.590087890625,2756.1258968955594,2650.89990234375
35,8025.0,Crowley County,CO,-673296.295,1727047.965,1301.1600341796875,1617.739990234375,1400.7299892931098,1395.949951171875
36,8119.0,Teller County,CO,-786157.6261,1799617.447,2303.27001953125,3187.800048828125,2757.384303501674,2684.260009765625
37,20185.0,Stafford County,KS,-236256.735,1669684.651,539.7979736328125,633.4650268554688,581.5286362591912,581.6019897460938
38,20105.0,Lincoln County,KS,-189270.8259,1782224.616,418.36199951171875,518.739013671875,463.87303914903083,459.3190002441406
39,20167.0,Russell County,KS,-237270.8833,1768804.7,484.1990051269531,577.864013671875,537.3710454896438,541.864990234375
40,20085.0,Jackson County,KS,17538.15502,1821595.378,311.375,391.5790100097656,345.18394165039064,339.0169982910156
41,20027.0,Clay County,KS,-99487.57907,1814679.226,369.9779968261719,417.49798583984375,394.6240931919643,391.53900146484375
42,20101.0,Lane County,KS,-385787.8801,1725824.156,762.43798828125,890.4849853515625,838.3924812316894,847.7490234375
43,20143.0,Ottawa County,KS,-141325.3508,1790992.948,379.30499267578125,450.48199462890625,414.0165733337402,412.885009765625
44,20119.0,Meade County,KS,-383508.9659,1586258.413,690.0280151367188,863.8170166015625,781.5692043304443,778.3590087890625
45,20127.0,Morris County,KS,-55996.1958,1740074.661,377.1499938964844,448.31201171875,428.3306713365529,434.5329895019531
46,20195.0,Trego County,KS,-332595.651,1772133.762,663.4860229492188,782.8870239257812,721.0377378358945,719.1519775390625
47,20175.0,Seward County,KS,-426342.0611,1583288.06,820.9639892578125,901.9840087890625,865.0206095377604,871.2630004882812
48,8003.0,Alamosa County,CO,-854832.5112,1658999.349,2297.4599609375,2927.929931640625,2370.423691004923,2308.68994140625
49,8041.0,El Paso County,CO,-732217.7613,1789019.449,1574.1700439453125,3187.800048828125,1992.8074518725477,1940.1300048828125
50,20191.0,Sumner County,KS,-129774.216,1578319.571,341.9930114746094,435.6940002441406,380.6698326342034,377.0530090332031
51,20111.0,Lyon County,KS,-13209.59293,1713902.417,339.4939880371094,430.3970031738281,371.6410881293999,367.7179870605469
52,20203.0,Wichita County,KS,-461820.0353,1729814.61,957.6710205078125,1057.050048828125,1008.6195678710938,1012.0700073242188
53,20147.0,Phillips County,KS,-283998.0473,1867842.494,546.0339965820312,678.9329833984375,619.6737670898438,629.6920166015625
54,8047.0,Gilpin County,CO,-806038.831,1911394.232,2458.5,3248.550048828125,2828.0433756510415,2792.070068359375
55,20133.0,Neosho County,KS,60653.81476,1613545.131,268.53900146484375,313.53900146484375,290.75606060028076,292.45098876953125
56,20083.0,Hodgeman County,KS,-338571.8121,1679649.047,668.7459716796875,806.7160034179688,729.0654790969122,725.3140258789062
57,20009.0,Barton County,KS,-238159.1305,1719964.479,542.60400390625,607.0590209960938,576.6795640102653,579.093017578125
58,20135.0,Ness County,KS,-338259.9464,1723583.668,668.4240112304688,796.1820068359375,725.3709571475074,716.791015625
59,20015.0,Butler County,KS,-73174.35697,1638628.666,384.6080017089844,460.1549987792969,426.3759517669678,428.04901123046875
60,20059.0,Franklin County,KS,61609.48986,1726324.68,288.35101318359375,334.6340026855469,304.2794276646205,303.74000549316406
61,20207.0,Woodson County,KS,22587.08389,1650165.016,296.62200927734375,348.8320007324219,318.28702218191967,316.77398681640625
62,20159.0,Rice County,KS,-190486.4566,1703958.028,470.5989990234375,553.4530029296875,516.5828663594014,519.1690063476562
63,20003.0,Anderson County,KS,61295.54583,1687039.13,297.95001220703125,338.6610107421875,319.9446576227907,321.875
64,20153.0,Rawlins County,KS,-430640.5663,1874424.692,-3.4028234663852886e+38,1019.4500122070312,-6.131213452946466e+36,935.6530151367188
65,20155.0,Reno County,KS,-181529.3175,1659568.41,446.43499755859375,549.0560302734375,495.1929990234375,493.35198974609375
66,20197.0,Wabaunsee County,KS,-17583.81056,1769680.7,307.7430114746094,442.1719970703125,378.70186875287226,373.6369934082031
67,35029.0,Luna County,NM,-1099680.901,1080150.96,1216.6300048828125,1786.27001953125,1382.7710040462134,1370.8900146484375
68,35011.0,De Baca County,NM,-766954.2879,1287248.125,1195.1400146484375,1606.6099853515625,1360.1048380533855,1345.9200439453125
69,8017.0,Cheyenne County,CO,-567485.0652,1775404.607,1207.0400390625,1559.06005859375,1334.7993339412121,1335.31005859375
70,20137.0,Norton County,KS,-331169.1734,1869626.121,666.31298828125,773.3270263671875,722.5375181048104,728.1810302734375
71,56029.0,Park County,WY,-1073834.46,2469190.679,-3.4028234663852886e+38,3270.179931640625,-9.491836726318797e+35,2424.429931640625
72,8011.0,Bent County,CO,-614944.8062,1680647.802,1151.739990234375,1390.1800537109375,1258.4581805535083,1249.800048828125
73,20051.0,Ellis County,KS,-284926.348,1770319.19,581.1820068359375,680.198974609375,631.0229511064352,631.572021484375
74,20117.0,Marshall County,KS,-44374.55749,1862839.045,376.67498779296875,433.4119873046875,396.1676025390625,394.6099853515625
75,20081.0,Haskell County,KS,-426018.9552,1624657.877,860.3579711914062,929.4199829101562,896.9785115559896,899.3779907226562
76,20139.0,Osage County,KS,23528.40693,1735976.664,306.62298583984375,365.1669921875,333.1921127319336,333.29998779296875
77,56031.0,Platte County,WY,-735130.155,2160317.279,1389.7900390625,2069.340087890625,1572.5278543271975,1538.530029296875
78,20077.0,Harper County,KS,-182519.83,1574241.374,382.510986328125,509.65899658203125,426.8813450189284,421.25
79,20061.0,Geary County,KS,-64555.36534,1775423.556,356.94500732421875,442.1719970703125,383.4407629715769,377.1499938964844
80,20037.0,Crawford County,KS,100532.5574,1608192.371,271.90399169921875,300.85101318359375,289.22306771113955,289.89898681640625
81,20049.0,Elk County,KS,-21354.78082,1601614.57,276.093994140625,451.0270080566406,341.7096397524974,332.5320129394531
82,35025.0,Lea County,NM,-689508.9883,1106809.451,-3.4028234663852886e+38,1337.75,-2.9980823492381397e+36,1161.25
83,20019.0,Chautauqua County,KS,-21583.96385,1567602.626,245.80499267578125,372.7590026855469,303.3707819399626,305.1889953613281
84,20123.0,Mitchell County,KS,-188494.9587,1821205.127,435.7669982910156,518.739013671875,461.37217816914597,453.7669982910156
85,20095.0,Kingman County,KS,-186923.3549,1615540.132,443.33099365234375,543.4249877929688,488.5714633517795,488.0979919433594
86,20063.0,Gove County,KS,-384946.3329,1774569.009,729.0750122070312,912.5170288085938,824.2067097255161,824.0040283203125
87,8009.0,Baca County,CO,-575413.0221,1606404.107,1096.72998046875,1561.260009765625,1310.9866117456145,1316.9200439453125
88,8065.0,Lake County,CO,-883398.2697,1845706.888,3049.280029296875,3652.39990234375,3333.4083878800675,3351.800048828125
89,8035.0,Douglas County,CO,-761560.7898,1847660.142,1732.6800537109375,2549.530029296875,2076.485815713572,2047.5899658203125
90,56023.0,Lincoln County,WY,-1196309.269,2232526.252,-3.4028234663852886e+38,2923.929931640625,-3.195139405056609e+36,2205.574951171875
91,35061.0,Valencia County,NM,-979888.2166,1350756.687,1489.3800048828125,2023.760009765625,1659.0355807467624,1618.77001953125
92,20001.0,Allen County,KS,60879.89716,1650231.952,291.02398681640625,328.4809875488281,312.2452130998884,314.0690002441406
93,20079.0,Harvey County,KS,-124071.6188,1668616.897,424.6260070800781,464.34698486328125,444.0707244873047,444.9570007324219
94,20007.0,Barber County,KS,-235914.3409,1579742.59,394.3869934082031,588.2579956054688,508.4483312791394,512.89501953125
95,35007.0,Colfax County,NM,-765272.3634,1541482.573,1778.5999755859375,3115.64990234375,2218.1548932845217,2143.6298828125
96,20157.0,Republic County,KS,-139983.916,1868921.465,435.9989929199219,498.77099609375,466.81158865314643,465.2409973144531
97,8023.0,Costilla County,CO,-826731.4276,1622948.605,2297.550048828125,3412.699951171875,2665.9264793395996,2568.260009765625
98,20025.0,Clark County,KS,-335587.5338,1583875.774,562.572021484375,794.8560180664062,671.7327191388166,661.8280029296875
99,20043.0,Doniphan County,KS,72413.9238,1863541.326,-3.4028234663852886e+38,330.4739990234375,-1.5123659850601283e+37,300.1759948730469
100,35051.0,Sierra County,NM,-1035365.194,1178930.07,1206.219970703125,2585.949951171875,1660.7944018220248,1567.4599609375
101,8019.0,Clear Creek County,CO,-818288.5988,1893713.78,2419.340087890625,3564.0400390625,3137.3057495117187,3115.9500732421875
102,56003.0,Big Horn County,WY,-948572.6236,2452899.325,-3.4028234663852886e+38,3318.570068359375,-3.102878540776859e+36,1377.47998046875
103,35033.0,Mora County,NM,-797811.2659,1477446.746,1680.0799560546875,3397.919921875,2204.214337589765,2112.81005859375
104,20145.0,Pawnee County,KS,-280788.5133,1687914.635,600.0380249023438,676.6920166015625,640.1977041739004,639.3519897460938
105,8037.0,Eagle County,CO,-907828.0851,1896431.678,2191.969970703125,3470.929931640625,2778.1464746648617,2743.97998046875
106,8073.0,Lincoln County,CO,-644193.1867,1798872.808,1404.989990234375,1749.699951171875,1567.6190413846314,1570.9949951171875
107,20047.0,Edwards County,KS,-288459.9891,1655270.492,632.4559936523438,693.4140014648438,666.7399098229787,668.7979736328125
108,8013.0,Boulder County,CO,-789556.0936,1936234.615,1537.010009765625,3372.889892578125,2282.592438998288,2037.6099853515625
109,8113.0,San Miguel County,CO,-1075922.788,1733678.905,1840.5999755859375,3436.780029296875,2400.6718677122203,2269.739990234375
110,20053.0,Ellsworth County,KS,-189965.8153,1743141.519,438.1990051269531,570.7020263671875,509.0589988708496,508.75
111,20069.0,Gray County,KS,-387247.4839,1642549.406,798.2860107421875,876.3569946289062,841.6299598000267,846.1849975585938
112,20035.0,Cowley County,KS,-73583.74988,1577727.52,314.1090087890625,447.4440002441406,385.7116569519043,384.7850036621094
113,20075.0,Hamilton County,KS,-503452.867,1678072.133,990.4310302734375,1143.6199951171875,1052.9362229567307,1048.27001953125
114,56035.0,Sublette County,WY,-1128067.504,2279283.227,2067.949951171875,3424.699951171875,2463.221867229709,2341.64990234375
115,8083.0,Montezuma County,CO,-1102273.11,1661903.56,1492.72998046875,3236.429931640625,2096.4266045148984,2017.1500244140625
116,35027.0,Lincoln County,NM,-868706.7008,1229737.139,1344.5799560546875,2630.6298828125,1786.6816809082031,1758.530029296875
117,35043.0,Sandoval County,NM,-972524.3119,1459556.863,1581.8800048828125,2837.56005859375,2057.1702192826706,2030.9100341796875
118,56041.0,Uinta County,WY,-1204245.781,2123553.542,1967.3699951171875,2734.2900390625,2201.7971472674253,2174.570068359375
119,35055.0,Taos County,NM,-852412.1223,1546671.006,1998.4300537109375,3276.830078125,2578.9979317648367,2461.47998046875
120,20071.0,Greeley County,KS,-501411.7059,1732036.67,1066.6400146484375,1187.800048828125,1120.502638483622,1119.0899658203125
121,35041.0,Roosevelt County,NM,-684934.5582,1244290.864,-3.4028234663852886e+38,1420.7900390625,-1.3396942781044443e+36,1301.2749633789062
122,35031.0,McKinley County,NM,-1098530.228,1462795.035,1752.3900146484375,2616.300048828125,2114.122484139517,2100.81005859375
123,35013.0,Dowa Ana County,NM,-1012142.999,1088783.153,1163.4000244140625,1752.6800537109375,1357.4581143522385,1325.739990234375
124,8043.0,Fremont County,CO,-814487.0698,1756371.693,1614.3399658203125,2969.510009765625,2328.9256615122413,2322.330078125
125,20065.0,Graham County,KS,-331504.4913,1820904.256,627.2659912109375,785.02001953125,717.0195083618164,713.0460205078125
126,35023.0,Hidalgo County,NM,-1193391.874,1062011.675,-3.4028234663852886e+38,1820.6500244140625,-2.925063151620592e+36,1401.739990234375
127,20141.0,Osborne County,KS,-236283.6971,1817624.907,466.2699890136719,594.2369995117188,531.026317163841,529.1820068359375
128,56033.0,Sheridan County,WY,-857475.1831,2471645.006,-3.4028234663852886e+38,2808.22998046875,-1.0510651633622513e+37,1281.1400146484375
129,56013.0,Fremont County,WY,-1020245.872,2294980.412,1475.8199462890625,3424.699951171875,2145.640606132286,2019.8599853515625
130,56017.0,Hot Springs County,WY,-995518.6915,2368266.038,1358.2900390625,3089.639892578125,1843.3307309358017,1767.5699462890625
131,8029.0,Delta County,CO,-1017169.673,1822973.639,1598.9000244140625,3086.06005859375,2192.551476111779,2120.739990234375
132,8033.0,Dolores County,CO,-1089277.071,1706941.395,-3.4028234663852886e+38,3396.580078125,-6.243712782358327e+36,2416.590087890625
133,8079.0,Mineral County,CO,-952357.1057,1680561.859,2587.81005859375,3605.85009765625,3211.376472892342,3259.27001953125
134,20091.0,Johnson County,KS,101181.4503,1762500.879,-3.4028234663852886e+38,322.51300048828125,-2.617556512604068e+37,299.7619934082031
135,56001.0,Albany County,WY,-802548.1085,2113096.811,1844.97998046875,3145.93994140625,2274.528589359848,2212.22998046875
136,56007.0,Carbon County,WY,-901296.6289,2128416.586,1834.25,3145.93994140625,2220.3758868570767,2156.5399169921875
137,56021.0,Laramie County,WY,-720895.5565,2066365.948,-3.4028234663852886e+38,2228.4599609375,-6.164535265190741e+36,1786.9300537109375
138,56005.0,Campbell County,WY,-759041.2363,2399844.886,1082.9200439453125,1619.5699462890625,1360.5099381315495,1380.469970703125
139,35017.0,Grant County,NM,-1150457.418,1149138.123,1318.5,2585.949951171875,1784.4097172663762,1758.7100219726562
140,56009.0,Converse County,WY,-770038.82,2258055.546,1333.0,2544.070068359375,1644.2853753152335,1580.5400390625
141,8091.0,Ouray County,CO,-1018936.481,1743361.799,2152.929931640625,3613.199951171875,2723.1975897427264,2692.7900390625
142,35021.0,Harding County,NM,-699107.961,1451609.945,1214.1400146484375,1859.8499755859375,1540.953834568529,1506.530029296875
143,56011.0,Crook County,WY,-678070.314,2430435.828,983.9580078125,1845.1800537109375,1295.0109079721813,1284.0400390625
144,8107.0,Routt County,CO,-921759.5471,1994620.387,2003.699951171875,3127.739990234375,2499.074519153485,2508.14990234375
145,35005.0,Chaves County,NM,-781854.9846,1178638.919,1038.969970703125,1941.9000244140625,1299.064810560915,1257.010009765625
146,56039.0,Teton County,WY,-1162486.993,2416190.977,1956.3900146484375,2905.300048828125,2458.284639476366,2476.780029296875
147,35009.0,Curry County,NM,-668062.1295,1304991.166,1254.3699951171875,1443.010009765625,1354.3923356119792,1359.739990234375
148,20149.0,Pottawatomie County,KS,-29253.58563,1817443.401,323.3599853515625,421.50299072265625,376.2891872076341,371.65899658203125
149,20107.0,Linn County,KS,100345.4463,1687249.346,255.98300170898438,310.32501220703125,283.0389404296875,282.3769989013672
150,20013.0,Brown County,KS,36965.16263,1867621.2,300.1759948730469,353.0509948730469,330.3253969464983,334.75550842285156
151,20125.0,Montgomery County,KS,22615.81318,1572357.324,230.4550018310547,292.69500732421875,256.8197968046544,258.64898681640625
152,35003.0,Catron County,NM,-1135550.951,1279610.778,1713.8599853515625,2725.719970703125,2251.2405109432048,2276.9599609375
153,8101.0,Pueblo County,CO,-737686.9471,1715372.271,1370.27001953125,2855.8701171875,1598.5557420110129,1554.43994140625
154,20113.0,McPherson County,KS,-142543.4842,1707985.535,408.9540100097656,492.9070129394531,455.69562344021267,458.91900634765625
155,35053.0,Socorro County,NM,-999948.4749,1273334.445,1402.06005859375,2582.0,1833.8864897126887,1815.2900390625
156,20129.0,Morton County,KS,-509638.9987,1587760.151,973.77197265625,1101.68994140625,1046.510306580426,1037.5
157,20021.0,Cherokee County,KS,101483.1699,1570336.284,247.18099975585938,286.80499267578125,267.7789985902848,268.3869934082031
158,20169.0,Saline County,KS,-141996.5298,1751946.36,371.2120056152344,462.4110107421875,404.5646596412136,402.5889892578125
159,35059.0,Union County,NM,-662496.2171,1518646.168,1335.0899658203125,2133.330078125,1659.6125229344223,1632.72998046875
160,8075.0,Logan County,CO,-595046.0267,1990421.107,1157.47998046875,1392.47998046875,1278.5463880173704,1283.1300048828125
161,8051.0,Gunnison County,CO,-948768.7971,1792665.374,2302.300048828125,3588.8798828125,2933.7708967090707,2911.93994140625
162,8053.0,Hinsdale County,CO,-982989.8362,1701269.516,2802.429931640625,3688.659912109375,3326.452302077721,3354.669921875
163,35049.0,Santa Fe County,NM,-895412.7228,1430475.272,1790.780029296875,3162.8798828125,2101.1698924309044,2030.2900390625
164,8077.0,Mesa County,CO,-1066385.895,1847034.414,-3.4028234663852886e+38,3086.06005859375,-2.933468505504559e+36,2042.7099609375
165,8021.0,Conejos County,CO,-894313.4405,1621249.279,2297.550048828125,3419.169921875,2747.064083214962,2623.360107421875
166,8117.0,Summit County,CO,-858784.8352,1891714.34,2602.429931640625,3652.39990234375,3174.4585619729664,3231.43994140625
167,8111.0,San Juan County,CO,-1016284.352,1698857.061,3300.449951171875,3666.159912109375,3489.327071027058,3461.800048828125
168,20161.0,Riley County,KS,-62782.63148,1808338.094,344.906005859375,406.1090087890625,380.20031577662417,384.510009765625
169,20171.0,Scott County,KS,-423809.5526,1727808.695,837.4010009765625,964.9030151367188,911.548701105891,906.6209716796875
170,8115.0,Sedgwick County,CO,-530564.7454,2002858.7,1090.1099853515625,1218.5400390625,1135.7838584498356,1126.9100341796875
171,20179.0,Sheridan County,KS,-379144.5168,1823028.839,769.864990234375,910.8090209960938,838.9438909715221,832.9429931640625
172,20201.0,Washington County,KS,-92302.16319,1863313.616,392.7929992675781,472.2969970703125,424.9582885742187,423.2229919433594
173,8085.0,Montrose County,CO,-1058417.207,1776457.44,1605.2900390625,2694.72998046875,2120.1131891711007,2060.4400634765625
174,8123.0,Weld County,CO,-703941.7425,1980180.672,1352.97998046875,1892.010009765625,1518.4751316134593,1504.0699462890625
175,8007.0,Archuleta County,CO,-969285.3187,1628883.604,2006.9599609375,3419.169921875,2538.3726353236607,2452.090087890625
176,56015.0,Goshen County,WY,-685462.538,2150742.385,-3.4028234663852886e+38,1682.0999755859375,-8.838502510091659e+36,1391.1300048828125
177,35039.0,Rio Arriba County,NM,-946787.1768,1549179.978,1801.1600341796875,3397.919921875,2342.6005847387737,2263.8798828125
178,20131.0,Nemaha County,KS,-1182.548217,1862694.791,345.2799987792969,397.2279968261719,380.8640991210938,383.3955078125
179,20103.0,Leavenworth County,KS,82315.70083,1797675.844,256.75,311.8399963378906,287.38936630560426,287.18701171875
180,35001.0,Bernalillo County,NM,-963188.3953,1386691.201,1539.9300537109375,2237.580078125,1810.0652854225852,1707.9300537109375
181,20017.0,Chase County,KS,-51475.9499,1696835.386,381.1059875488281,453.7080078125,419.484748113723,418.2130126953125
182,8031.0,Denver County,CO,-752535.2617,1895398.468,-3.4028234663852886e+38,1689.9300537109375,-6.004982587738745e+37,1630.719970703125
183,8027.0,Custer County,CO,-812237.1275,1715109.678,1764.199951171875,3337.070068359375,2678.3031732100476,2646.489990234375
184,8005.0,Arapahoe County,CO,-708156.3946,1878934.37,1480.56005859375,1836.9000244140625,1654.8897599585262,1655.6800537109375
185,20005.0,Atchison County,KS,58384.41407,1834707.933,267.1449890136719,335.98199462890625,318.1053855202415,322.948486328125
186,8061.0,Kiowa County,CO,-582223.6306,1732072.027,1161.239990234375,1397.699951171875,1277.0485632064494,1267.0899658203125
187,8089.0,Otero County,CO,-671363.7325,1679164.0,1253.56005859375,1597.3399658203125,1354.9711592326792,1349.2900390625
188,8099.0,Prowers County,CO,-556013.2083,1676518.427,1048.3800048828125,1351.8800048828125,1162.1333121366279,1148.5699462890625
189,8093.0,Park County,CO,-830931.5592,1830789.968,2559.2099609375,3658.639892578125,2973.040515616471,2898.429931640625
190,56043.0,Washakie County,WY,-932498.6715,2381063.574,1259.5400390625,2850.06005859375,1606.7839072559013,1465.0999755859375
191,20165.0,Rush County,KS,-285691.6562,1726410.134,593.5269775390625,673.2940063476562,634.8323974609375,633.7244873046875
192,20183.0,Smith County,KS,-236402.8679,1866367.683,-3.4028234663852886e+38,636.8359985351562,-2.806452343410547e+37,547.2559814453125
193,20045.0,Douglas County,KS,60792.77511,1762195.52,266.52099609375,325.2080078125,294.499887639826,296.22698974609375
194,20177.0,Shawnee County,KS,20884.13626,1779582.263,292.5820007324219,365.1669921875,310.2443548131872,306.7414855957031
195,20181.0,Sherman County,KS,-488099.435,1829012.11,1033.75,1207.5699462890625,1112.7681873139882,1109.6099853515625
196,8097.0,Pitkin County,CO,-931742.6072,1852861.889,2151.10009765625,3628.199951171875,3011.9014677159926,3001.179931640625
197,8087.0,Morgan County,CO,-657761.8652,1943459.992,1286.6700439453125,1472.6300048828125,1374.885598253848,1370.875
198,8015.0,Chaffee County,CO,-876002.4773,1793582.427,2360.199951171875,3637.090087890625,3041.4316848028275,2901.2900390625
199,8109.0,Saguache County,CO,-891489.6983,1720138.187,2301.239990234375,3605.85009765625,2815.5461566774316,2874.5
200,8055.0,Huerfano County,CO,-781576.3055,1664376.748,1685.280029296875,3379.199951171875,2271.656442466689,2171.72998046875
201,35037.0,Quay County,NM,-681830.4598,1365559.793,1146.25,1567.1600341796875,1316.3679512642525,1304.260009765625
202,8121.0,Washington County,CO,-609104.7815,1906774.289,1250.8399658203125,1613.6600341796875,1396.7737938891883,1387.1800537109375
203,8049.0,Grand County,CO,-853397.0214,1943920.336,2371.77001953125,3523.5400390625,2836.584783495087,2839.159912109375
204,20209.0,Wyandotte County,KS,105810.4727,1788419.569,246.67300415039062,285.5429992675781,269.14035252162387,271.6754913330078
205,8069.0,Larimer County,CO,-791888.8373,2001069.799,1506.52001953125,3378.360107421875,2348.4181104228446,2385.114990234375
206,20033.0,Comanche County,KS,-287584.0047,1577137.416,525.2059936523438,657.1430053710938,596.776609632704,593.8289794921875
207,35045.0,San Juan County,NM,-1090289.177,1566429.877,1503.25,2653.590087890625,1843.6356923367964,1814.1700439453125
208,8063.0,Kit Carson County,CO,-563665.1171,1828718.275,1150.1600341796875,1575.18994140625,1344.3036593130507,1340.1099853515625
209,8039.0,Elbert County,CO,-694376.7348,1836771.668,1572.969970703125,2190.5400390625,1811.909946189919,1789.8299560546875
210,56019.0,Johnson County,WY,-843649.9866,2385693.166,1192.3499755859375,3318.570068359375,1688.2863610924812,1481.81005859375
211,8067.0,La Plata County,CO,-1037450.822,1647580.975,1942.550048828125,3528.72998046875,2492.6458885063557,2365.080078125
212,8014.0,Broomfield County,CO,-765452.9655,1918247.481,1562.1199951171875,1633.81005859375,1593.2625427246094,1588.56005859375
213,8071.0,Las Animas County,CO,-704874.223,1616067.79,1398.1400146484375,3412.699951171875,1835.451212400367,1720.530029296875
214,8001.0,Adams County,CO,-705894.5167,1903875.48,1401.43994140625,1684.4200439453125,1547.2961405769724,1542.0
215,35035.0,Otero County,NM,-907455.5889,1106600.705,1131.300048828125,2678.820068359375,1609.0443696352843,1479.1700439453125
216,20055.0,Finney County,KS,-411698.7877,1678036.22,766.708984375,935.5159912109375,867.4704041411911,879.5540161132812
217,56045.0,Weston County,WY,-685352.3863,2347419.595,-3.4028234663852886e+38,1845.1800537109375,-2.711413120625728e+36,1342.8399658203125
218,20087.0,Jefferson County,KS,52717.59147,1801448.152,292.84698486328125,334.98199462890625,316.7971378794888,319.4800109863281
219,20041.0,Dickinson County,KS,-99078.24894,1760491.076,364.8609924316406,430.18701171875,387.00293854744206,377.614013671875
220,35019.0,Guadalupe County,NM,-796007.7502,1348351.719,1339.22998046875,1883.8699951171875,1586.511113063545,1576.0699462890625
221,56037.0,Sweetwater County,WY,-1061512.441,2144881.46,1886.530029296875,2483.280029296875,2093.5102396441252,2085.669921875
222,20029.0,Cloud County,KS,-140562.3448,1829976.322,406.0840148925781,469.864990234375,441.1440100731788,441.8580017089844
223,8059.0,Jefferson County,CO,-786087.6609,1878865.86,-3.4028234663852886e+38,2898.429931640625,-4.099787308897938e+36,2211.780029296875
224,20073.0,Greenwood County,KS,-20274.24619,1649105.003,299.3280029296875,454.8349914550781,362.5922113233997,352.4335021972656
